Time,Signal
0.0,0.10987007213746382
1.0090817356205852e-09,0.11614841550972888
2.0181634712411704e-09,0.12239054787539651
3.0272452068617556e-09,0.1285830733678295
4.036326942482341e-09,0.13471304194842618
5.0454086781029255e-09,0.14076801609947956
6.054490413723511e-09,0.14673613372422736
7.063572149344097e-09,0.1526061667934859
8.072653884964682e-09,0.1583675752711244
9.081735620585266e-09,0.16401055584593957
1.0090817356205851e-08,0.169526084995886
1.1099899091826438e-08,0.1749059559128052
1.2108980827447022e-08,0.18014280882256278
1.3118062563067607e-08,0.1852301542477721
1.4127144298688194e-08,0.19016238877902025
1.5136226034308778e-08,0.19493480294685686
1.6145307769929363e-08,0.1995435808219123
1.7154389505549948e-08,0.20398579101561665
1.8163471241170533e-08,0.2082593688103291
1.9172552976791117e-08,0.21236308921640942
2.0181634712411702e-08,0.21629653083591144
2.119071644803229e-08,0.22006003050892764
2.2199798183652875e-08,0.22365462882959997
2.320887991927346e-08,0.22708200674440845
2.4217961654894045e-08,0.2303444135849024
2.522704339051463e-08,0.2334445870392027
2.6236125126135214e-08,0.23638566572917172
2.72452068617558e-08,0.2391710952300105
2.8254288597376387e-08,0.24180452854215279
2.9263370332996972e-08,0.2442897221966677
3.0272452068617557e-08,0.24663042933916557
3.128153380423814e-08,0.2488302912869042
3.2290615539858726e-08,0.25089272918255623
3.3299697275479314e-08,0.2528208374689603
3.4308779011099896e-08,0.2546172809755449
3.5317860746720484e-08,0.25628419743317127
3.6326942482341065e-08,0.25782310721533375
3.7336024217961653e-08,0.2592348320371063
3.8345105953582235e-08,0.260519424228053
3.935418768920282e-08,0.26167610803293867
4.0363269424823404e-08,0.2627032341882005
4.137235116044399e-08,0.2635982487787584
4.238143289606458e-08,0.2643576771068116
4.339051463168516e-08,0.26497712301133064
4.439959636730575e-08,0.26545128377454374
4.540867810292633e-08,0.2657739804507929
4.641775983854692e-08,0.26593820316435735
4.74268415741675e-08,0.2659361706560357
4.843592330978809e-08,0.2657594031218313
4.944500504540868e-08,0.26539880718763353
5.045408678102926e-08,0.2648447717059051
5.146316851664985e-08,0.26408727294657103
5.247225025227043e-08,0.26311598768506544
5.3481331987891016e-08,0.2619204126645526
5.44904137235116e-08,0.2604899889240072
5.5499495459132186e-08,0.25881422953541317
5.6508577194752774e-08,0.2568828493775538
5.7517658930373355e-08,0.25468589568633615
5.8526740665993944e-08,0.25221387825829494
5.9535822401614525e-08,0.24945789834156568
6.054490413723511e-08,0.246409775425115
6.15539858728557e-08,0.2430621713318077
6.256306760847628e-08,0.23940871123548446
6.357214934409687e-08,0.23544410146062636
6.458123107971745e-08,0.23116424419269935
6.559031281533803e-08,0.22656634953939858
6.659939455095863e-08,0.2216490457549522
6.760847628657921e-08,0.21641248889635295
6.861755802219979e-08,0.21085847375779274
6.962663975782037e-08,0.20499054867934177
7.063572149344097e-08,0.19881413782268514
7.164480322906155e-08,0.19233667585917785
7.265388496468213e-08,0.18556776188329027
7.366296670030273e-08,0.17851934198445668
7.467204843592331e-08,0.1712059336367983
7.568113017154389e-08,0.163644910433738
7.669021190716447e-08,0.15585687351439848
7.769929364278506e-08,0.14786614753504862
7.870837537840565e-08,0.13970145610273388
7.971745711402623e-08,0.13139685700582132
8.072653884964681e-08,0.12299305538203467
8.17356205852674e-08,0.11453926852115037
8.274470232088798e-08,0.1060958950100517
8.375378405650857e-08,0.09773834480003184
8.476286579212916e-08,0.08956249723256825
8.577194752774974e-08,0.08169228919392303
8.678102926337032e-08,0.07428964013577624
8.77901109989909e-08,0.06756564651567358
8.87991927346115e-08,0.061788464228828686
8.980827447023208e-08,0.0572763687247175
9.081735620585266e-08,0.054357312324991885
9.182643794147326e-08,0.053284209362715544
9.283551967709384e-08,0.05413587342860381
9.384460141271442e-08,0.05677556121276454
9.4853683148335e-08,0.06090553939772123
9.58627648839556e-08,0.06616985023437795
9.687184661957618e-08,0.07223486606923571
9.788092835519676e-08,0.07882404858472482
9.889001009081735e-08,0.08572095032134147
9.989909182643794e-08,0.09275928072344021
1.0090817356205852e-07,0.0998108113745591
1.019172552976791e-07,0.10677511677388525
1.029263370332997e-07,0.11357190422748284
1.0393541876892028e-07,0.12013558221423064
1.0494450050454086e-07,0.1264115041361549
1.0595358224016145e-07,0.1323533960789335
1.0696266397578203e-07,0.13792160307980916
1.0797174571140261e-07,0.14308189866727586
1.089808274470232e-07,0.14780468413858258
1.0998990918264379e-07,0.1520644608253421
1.1099899091826437e-07,0.1558394971018404
1.1200807265388495e-07,0.15911163787172405
1.1301715438950555e-07,0.16186622193582378
1.1402623612512613e-07,0.16409208488117666
1.1503531786074671e-07,0.1657816338658166
1.1604439959636729e-07,0.16693098718557417
1.1705348133198789e-07,0.16754017665153276
1.1806256306760847e-07,0.16761341515114828
1.1907164480322905e-07,0.1671594356866132
1.2008072653884963e-07,0.16619191189719312
1.2108980827447023e-07,0.16472997363251538
1.2209889001009082e-07,0.1627988343909655
1.231079717457114e-07,0.16043054987809616
1.2411705348133198e-07,0.15766492753526257
1.2512613521695255e-07,0.1545506037109378
1.2613521695257315e-07,0.1511462948756811
1.2714429868819374e-07,0.14752220655986184
1.281533804238143e-07,0.1437615405368676
1.291624621594349e-07,0.13996196663010277
1.301715438950555e-07,0.13623680937015603
1.3118062563067607e-07,0.13271553681204623
1.3218970736629666e-07,0.1295429453590318
1.3319878910191726e-07,0.1268762713072431
1.3420787083753783e-07,0.12487945531696505
1.3521695257315842e-07,0.12371412490550956
1.36226034308779e-07,0.12352768682233556
1.3723511604439958e-07,0.12444014263151257
1.3824419778002018e-07,0.12653235878382935
1.3925327951564075e-07,0.12983877535717392
1.4026236125126134e-07,0.1343464647006926
1.4127144298688194e-07,0.14000043971489937
1.422805247225025e-07,0.14671324143541636
1.432896064581231e-07,0.15437603769971592
1.442986881937437e-07,0.16286885926515932
1.4530776992936426e-07,0.17206862717714377
1.4631685166498486e-07,0.18185463325584392
1.4732593340060545e-07,0.1921117796927289
1.4833501513622602e-07,0.202732141959469
1.4934409687184661e-07,0.21361542250966892
1.5035317860746718e-07,0.224668751052535
1.5136226034308778e-07,0.23580615193524926
1.5237134207870837e-07,0.2469478830098912
1.5338042381432894e-07,0.2580197651781864
1.5438950554994953e-07,0.26895256519191346
1.5539858728557013e-07,0.27968145934091926
